FinanceKey,OrganizationKey,DepartmentKey,ScenarioKey,AccountKey,Amount,Date
596,6,3,Budget,80,550,1 Jan 2028
597,6,3,Budget,81,380,1 Jan 2028
598,6,3,Actual,81,372,1 Jan 2028
599,6,3,Actual,82,37,1 Jan 2028
600,6,3,Budget,82,40,1 Jan 2028
601,6,3,Budget,83,200,1 Jan 2028
602,6,3,Actual,83,130,1 Jan 2028
603,6,3,Actual,84,112,1 Jan 2028
604,6,3,Budget,84,100,1 Jan 2028
605,6,3,Budget,85,100,1 Jan 2028
606,6,3,Actual,85,104,1 Jan 2028
607,6,3,Actual,87,527,1 Jan 2028
608,6,3,Budget,87,480,1 Jan 2028
609,6,3,Actual,89,168,1 Jan 2028
610,6,3,Actual,90,259,1 Jan 2028
611,6,3,Actual,91,-207,1 Jan 2028
612,6,3,Actual,92,345,1 Jan 2028
613,6,3,Actual,94,84,1 Jan 2028
614,6,3,Actual,96,9,1 Jan 2028
615,6,4,Actual,60,16692,1 Jan 2028
616,6,4,Budget,60,17200,1 Jan 2028
617,6,4,Budget,61,1500,1 Jan 2028
618,6,4,Actual,61,1502,1 Jan 2028
619,6,4,Actual,62,1168,1 Jan 2028
620,6,4,Budget,62,1400,1 Jan 2028
621,6,4,Budget,65,280,1 Jan 2028
622,6,4,Actual,65,238,1 Jan 2028
623,6,4,Actual,66,216,1 Jan 2028
624,6,4,Budget,66,280,1 Jan 2028
625,6,4,Budget,67,100,1 Jan 2028
626,6,4,Actual,67,109,1 Jan 2028
627,6,4,Actual,68,82,1 Jan 2028
628,6,4,Budget,68,100,1 Jan 2028
629,6,4,Actual,69,24,1 Jan 2028
630,6,4,Actual,71,39,1 Jan 2028
631,6,4,Budget,71,50,1 Jan 2028
632,6,4,Budget,73,220,1 Jan 2028
633,6,4,Actual,73,157,1 Jan 2028
634,6,4,Actual,74,129,1 Jan 2028
635,6,4,Budget,74,200,1 Jan 2028
636,6,4,Budget,76,200,1 Jan 2028
637,6,4,Actual,76,191,1 Jan 2028
638,6,4,Actual,77,344,1 Jan 2028
639,6,4,Budget,77,380,1 Jan 2028
640,6,4,Budget,78,100,1 Jan 2028
641,6,4,Actual,78,104,1 Jan 2028
642,6,4,Actual,80,393,1 Jan 2028
643,6,4,Budget,80,380,1 Jan 2028
644,6,4,Budget,81,280,1 Jan 2028
645,6,4,Actual,81,243,1 Jan 2028
646,6,4,Actual,82,24,1 Jan 2028
647,6,4,Budget,82,30,1 Jan 2028
648,6,4,Budget,83,100,1 Jan 2028
649,6,4,Actual,83,84,1 Jan 2028
650,6,4,Actual,84,72,1 Jan 2028
651,6,4,Budget,84,90,1 Jan 2028
652,6,4,Budget,85,80,1 Jan 2028
653,6,4,Actual,85,67,1 Jan 2028
654,6,4,Actual,87,351,1 Jan 2028
655,6,4,Budget,87,380,1 Jan 2028
656,6,4,Actual,89,107,1 Jan 2028
657,6,4,Actual,90,165,1 Jan 2028
658,6,4,Actual,91,-132,1 Jan 2028
659,6,4,Actual,92,220,1 Jan 2028
660,6,4,Actual,94,55,1 Jan 2028
661,6,4,Actual,96,6,1 Jan 2028
662,6,5,Actual,60,9984,1 Jan 2028
663,6,5,Budget,60,9700,1 Jan 2028
664,6,5,Budget,61,850,1 Jan 2028
665,6,5,Actual,61,1098,1 Jan 2028
666,6,5,Actual,62,898,1 Jan 2028
667,6,5,Budget,62,750,1 Jan 2028
668,6,5,Budget,65,200,1 Jan 2028
669,6,5,Actual,65,198,1 Jan 2028
670,6,5,Actual,66,179,1 Jan 2028
671,6,5,Budget,66,100,1 Jan 2028
672,6,5,Budget,67,70,1 Jan 2028
673,6,5,Actual,67,88,1 Jan 2028
674,6,5,Actual,68,68,1 Jan 2028
675,6,5,Budget,68,60,1 Jan 2028
676,6,5,Actual,69,20,1 Jan 2028
677,6,5,Actual,71,18,1 Jan 2028
678,6,5,Budget,71,40,1 Jan 2028
679,6,5,Budget,73,120,1 Jan 2028
680,6,5,Actual,73,122,1 Jan 2028
681,6,5,Actual,74,148,1 Jan 2028
682,6,5,Budget,74,100,1 Jan 2028
683,6,5,Budget,76,100,1 Jan 2028
684,6,5,Actual,76,135,1 Jan 2028
685,6,5,Actual,77,243,1 Jan 2028
686,6,5,Budget,77,200,1 Jan 2028
687,6,5,Budget,78,70,1 Jan 2028
688,6,5,Actual,78,71,1 Jan 2028
689,6,5,Actual,80,262,1 Jan 2028
690,6,5,Budget,80,200,1 Jan 2028
691,6,5,Budget,81,200,1 Jan 2028
692,6,5,Actual,81,162,1 Jan 2028
693,6,5,Actual,82,16,1 Jan 2028
694,6,5,Budget,82,20,1 Jan 2028
695,6,5,Budget,83,50,1 Jan 2028
696,6,5,Actual,83,55,1 Jan 2028
697,6,5,Actual,84,47,1 Jan 2028
698,6,5,Budget,84,50,1 Jan 2028
699,6,5,Budget,85,40,1 Jan 2028
700,6,5,Actual,85,44,1 Jan 2028
701,6,5,Actual,87,234,1 Jan 2028
702,6,5,Budget,87,200,1 Jan 2028
703,6,5,Actual,89,71,1 Jan 2028
704,6,5,Actual,90,109,1 Jan 2028
705,6,5,Actual,91,-87,1 Jan 2028
706,6,5,Actual,92,145,1 Jan 2028
707,6,5,Actual,94,36,1 Jan 2028
708,6,5,Actual,96,4,1 Jan 2028
709,6,6,Actual,52,8772,1 Jan 2028
710,6,6,Budget,52,8300,1 Jan 2028
711,6,6,Budget,53,4100,1 Jan 2028
712,6,6,Actual,53,3759,1 Jan 2028
713,6,6,Actual,56,47208,1 Jan 2028
714,6,6,Budget,56,40600,1 Jan 2028
715,6,6,Budget,57,6700,1 Jan 2028
716,6,6,Actual,57,4177,1 Jan 2028
717,6,6,Actual,60,17108,1 Jan 2028
718,6,6,Budget,60,18000,1 Jan 2028
719,6,6,Budget,61,1500,1 Jan 2028
720,6,6,Actual,61,1539,1 Jan 2028
721,6,6,Actual,62,1368,1 Jan 2028
722,6,6,Budget,62,1400,1 Jan 2028
723,6,6,Budget,63,6900,1 Jan 2028
724,6,6,Actual,63,2443,1 Jan 2028
725,6,6,Actual,65,314,1 Jan 2028
726,6,6,Budget,65,280,1 Jan 2028
727,6,6,Budget,66,280,1 Jan 2028
728,6,6,Actual,66,285,1 Jan 2028
729,6,6,Actual,67,146,1 Jan 2028
730,6,6,Budget,67,200,1 Jan 2028
731,6,6,Budget,68,100,1 Jan 2028
732,6,6,Actual,68,109,1 Jan 2028
733,6,6,Actual,69,31,1 Jan 2028
734,6,6,Actual,71,36,1 Jan 2028
735,6,6,Budget,71,50,1 Jan 2028
736,6,6,Budget,72,550,1 Jan 2028
737,6,6,Actual,72,244,1 Jan 2028
738,6,6,Actual,73,201,1 Jan 2028
739,6,6,Budget,73,220,1 Jan 2028
740,6,6,Budget,74,200,1 Jan 2028
741,6,6,Actual,74,145,1 Jan 2028
742,6,6,Actual,76,896,1 Jan 2028
743,6,6,Budget,76,1400,1 Jan 2028
744,6,6,Budget,77,380,1 Jan 2028
745,6,6,Actual,77,417,1 Jan 2028
746,6,6,Actual,78,126,1 Jan 2028
747,6,6,Budget,78,100,1 Jan 2028
748,6,6,Budget,80,480,1 Jan 2028
749,6,6,Actual,80,487,1 Jan 2028
750,6,6,Actual,81,302,1 Jan 2028
751,6,6,Budget,81,280,1 Jan 2028
752,6,6,Budget,82,30,1 Jan 2028
753,6,6,Actual,82,31,1 Jan 2028
754,6,6,Actual,83,107,1 Jan 2028
755,6,6,Budget,83,100,1 Jan 2028
756,6,6,Budget,84,100,1 Jan 2028
757,6,6,Actual,84,94,1 Jan 2028
758,6,6,Actual,85,86,1 Jan 2028
759,6,6,Budget,85,90,1 Jan 2028
760,6,6,Budget,87,380,1 Jan 2028
761,6,6,Actual,87,410,1 Jan 2028
762,6,6,Actual,89,142,1 Jan 2028
763,6,6,Actual,90,218,1 Jan 2028
764,6,6,Actual,91,-174,1 Jan 2028
765,6,6,Actual,92,291,1 Jan 2028
766,6,6,Actual,94,3350,1 Jan 2028
767,6,6,Actual,96,7,1 Jan 2028
768,6,6,Actual,97,135,1 Jan 2028
769,6,6,Actual,99,9000,1 Jan 2028
770,6,6,Budget,101,162900,1 Jan 2028
771,6,6,Actual,101,125316,1 Jan 2028
772,6,7,Actual,4,147741,1 Jan 2028
773,6,7,Actual,6,199915,1 Jan 2028
774,6,7,Actual,7,6077,1 Jan 2028
775,6,7,Actual,8,3998,1 Jan 2028
776,6,7,Actual,13,31186,1 Jan 2028
777,6,7,Actual,14,19991,1 Jan 2028
778,6,7,Actual,15,38783,1 Jan 2028
779,6,7,Actual,18,9604,1 Jan 2028
780,6,7,Actual,19,30604,1 Jan 2028
781,6,7,Actual,20,10564,1 Jan 2028
782,6,7,Actual,21,109144,1 Jan 2028
783,6,7,Actual,22,8239,1 Jan 2028
784,6,7,Actual,23,3402,1 Jan 2028
785,6,7,Actual,24,16551,1 Jan 2028
786,6,7,Actual,28,13715,1 Jan 2028
787,6,7,Actual,29,124092,1 Jan 2028
788,6,7,Actual,31,94236,1 Jan 2028
789,6,7,Actual,32,24240,1 Jan 2028
790,6,7,Actual,33,18648,1 Jan 2028
791,6,7,Actual,34,14553,1 Jan 2028
792,6,7,Actual,35,29888,1 Jan 2028
793,6,7,Actual,37,22950,1 Jan 2028
794,6,7,Actual,38,22187,1 Jan 2028
795,6,7,Actual,39,89617,1 Jan 2028
796,6,7,Actual,40,20015,1 Jan 2028
797,6,7,Actual,42,350000,1 Jan 2028
798,6,7,Actual,43,-252025.7,1 Jan 2028
799,6,7,Actual,45,629881.7,1 Jan 2028
800,6,7,Actual,46,-58073,1 Jan 2028
801,6,7,Actual,100,14629,1 Jan 2028
802,7,1,Actual,60,37080,1 Jan 2028
803,7,1,Budget,60,36600,1 Jan 2028
804,7,1,Budget,61,3100,1 Jan 2028
805,7,1,Actual,61,2966,1 Jan 2028
806,7,1,Actual,62,3337,1 Jan 2028
807,7,1,Budget,62,2800,1 Jan 2028
808,7,1,Budget,65,550,1 Jan 2028
809,7,1,Actual,65,711,1 Jan 2028
810,7,1,Actual,66,647,1 Jan 2028
811,7,1,Budget,66,550,1 Jan 2028
812,7,1,Budget,67,280,1 Jan 2028
813,7,1,Actual,67,324,1 Jan 2028
814,7,1,Actual,68,243,1 Jan 2028
815,7,1,Budget,68,200,1 Jan 2028
816,7,1,Actual,69,71,1 Jan 2028
817,7,1,Actual,71,63,1 Jan 2028
818,7,1,Budget,71,90,1 Jan 2028
819,7,1,Budget,73,400,1 Jan 2028
820,7,1,Actual,73,432,1 Jan 2028
821,7,1,Actual,74,255,1 Jan 2028
822,7,1,Budget,74,200,1 Jan 2028
823,7,1,Budget,76,380,1 Jan 2028
824,7,1,Actual,76,477,1 Jan 2028
825,7,1,Actual,77,858,1 Jan 2028
826,7,1,Budget,77,850,1 Jan 2028
827,7,1,Budget,78,280,1 Jan 2028
828,7,1,Actual,78,227,1 Jan 2028
829,7,1,Actual,80,859,1 Jan 2028
830,7,1,Budget,80,950,1 Jan 2028
831,7,1,Budget,81,550,1 Jan 2028
832,7,1,Actual,81,532,1 Jan 2028
833,7,1,Actual,82,51,1 Jan 2028
834,7,1,Budget,82,60,1 Jan 2028
835,7,1,Budget,83,200,1 Jan 2028
836,7,1,Actual,83,178,1 Jan 2028
837,7,1,Actual,84,147,1 Jan 2028
838,7,1,Budget,84,200,1 Jan 2028
839,7,1,Budget,85,200,1 Jan 2028
840,7,1,Actual,85,142,1 Jan 2028
841,7,1,Actual,87,810,1 Jan 2028
842,7,1,Budget,87,750,1 Jan 2028
843,7,1,Actual,89,144,1 Jan 2028
844,7,1,Actual,90,221,1 Jan 2028
845,7,1,Actual,91,-177,1 Jan 2028
846,7,1,Actual,92,295,1 Jan 2028
847,7,1,Actual,94,273,1 Jan 2028
848,7,1,Actual,96,9,1 Jan 2028
849,7,2,Actual,12,27642,1 Jan 2028
850,7,6,Actual,52,782,1 Jan 2028
851,7,6,Budget,52,900,1 Jan 2028
852,7,6,Budget,53,1100,1 Jan 2028
853,7,6,Actual,53,782,1 Jan 2028
854,7,6,Actual,56,28863,1 Jan 2028
855,7,6,Budget,56,28900,1 Jan 2028
856,7,6,Budget,57,2300,1 Jan 2028
857,7,6,Actual,57,2607,1 Jan 2028
858,7,6,Actual,60,28840,1 Jan 2028
859,7,6,Budget,60,28200,1 Jan 2028
860,7,6,Budget,61,2500,1 Jan 2028
861,7,6,Actual,61,3172,1 Jan 2028
862,7,6,Actual,62,2307,1 Jan 2028
863,7,6,Budget,62,2200,1 Jan 2028
864,7,6,Budget,63,13500,1 Jan 2028
865,7,6,Actual,63,2347,1 Jan 2028
866,7,6,Actual,65,469,1 Jan 2028
867,7,6,Budget,65,480,1 Jan 2028
868,7,6,Budget,66,480,1 Jan 2028
869,7,6,Actual,66,426,1 Jan 2028
870,7,6,Actual,67,217,1 Jan 2028
871,7,6,Budget,67,200,1 Jan 2028
872,7,6,Budget,68,200,1 Jan 2028
873,7,6,Actual,68,161,1 Jan 2028
874,7,6,Actual,69,47,1 Jan 2028
875,7,6,Actual,71,49,1 Jan 2028
876,7,6,Budget,71,70,1 Jan 2028
877,7,6,Budget,72,480,1 Jan 2028
878,7,6,Actual,72,156,1 Jan 2028
879,7,6,Actual,73,300,1 Jan 2028
880,7,6,Budget,73,300,1 Jan 2028
881,7,6,Budget,74,200,1 Jan 2028
882,7,6,Actual,74,217,1 Jan 2028
883,7,6,Actual,76,985,1 Jan 2028
884,7,6,Budget,76,3100,1 Jan 2028
885,7,6,Budget,77,550,1 Jan 2028
886,7,6,Actual,77,636,1 Jan 2028
887,7,6,Actual,78,179,1 Jan 2028
888,7,6,Budget,78,200,1 Jan 2028
889,7,6,Budget,80,650,1 Jan 2028
890,7,6,Actual,80,676,1 Jan 2028
891,7,6,Actual,81,418,1 Jan 2028
892,7,6,Budget,81,380,1 Jan 2028
893,7,6,Budget,82,40,1 Jan 2028
894,7,6,Actual,82,41,1 Jan 2028
895,7,6,Actual,83,143,1 Jan 2028
896,7,6,Budget,83,100,1 Jan 2028
897,7,6,Budget,84,100,1 Jan 2028
898,7,6,Actual,84,119,1 Jan 2028
899,7,6,Actual,85,114,1 Jan 2028
900,7,6,Budget,85,100,1 Jan 2028
901,7,6,Budget,87,550,1 Jan 2028
902,7,6,Actual,87,630,1 Jan 2028
903,7,6,Actual,89,116,1 Jan 2028
904,7,6,Actual,90,178,1 Jan 2028
905,7,6,Actual,91,-142,1 Jan 2028
906,7,6,Actual,92,238,1 Jan 2028
907,7,6,Actual,94,6349,1 Jan 2028
908,7,6,Actual,96,7,1 Jan 2028
909,7,6,Actual,97,171,1 Jan 2028
910,7,6,Actual,99,29500,1 Jan 2028
911,7,6,Budget,101,70400,1 Jan 2028
912,7,6,Actual,101,78234,1 Jan 2028
913,7,7,Actual,4,92875,1 Jan 2028
914,7,7,Actual,6,130923,1 Jan 2028
915,7,7,Actual,7,4029,1 Jan 2028
916,7,7,Actual,8,2618,1 Jan 2028
917,7,7,Actual,13,20031,1 Jan 2028
918,7,7,Actual,14,13877,1 Jan 2028
919,7,7,Actual,15,26970,1 Jan 2028
920,7,7,Actual,18,9604,1 Jan 2028
921,7,7,Actual,19,30604,1 Jan 2028
922,7,7,Actual,20,9604,1 Jan 2028
923,7,7,Actual,21,45032,1 Jan 2028
924,7,7,Actual,22,8156,1 Jan 2028
925,7,7,Actual,23,3367,1 Jan 2028
926,7,7,Actual,24,19165,1 Jan 2028
927,7,7,Actual,28,14934,1 Jan 2028
928,7,7,Actual,29,124092,1 Jan 2028
929,7,7,Actual,31,36755,1 Jan 2028
930,7,7,Actual,32,24240,1 Jan 2028
931,7,7,Actual,33,20512,1 Jan 2028
932,7,7,Actual,34,9897,1 Jan 2028
933,7,7,Actual,35,26049,1 Jan 2028
934,7,7,Actual,37,25665,1 Jan 2028
935,7,7,Actual,38,25964,1 Jan 2028
936,7,7,Actual,39,37554,1 Jan 2028
937,7,7,Actual,40,21794,1 Jan 2028
938,7,7,Actual,42,350000,1 Jan 2028
939,7,7,Actual,43,-713280,1 Jan 2028
940,7,7,Actual,45,477620,1 Jan 2028
941,7,7,Actual,46,-52842,1 Jan 2028
942,7,7,Actual,100,15543,1 Jan 2028
943,8,1,Actual,60,48000.46,1 Jan 2028
944,8,1,Budget,60,29400,1 Jan 2028
945,8,1,Budget,61,3000,1 Jan 2028
946,8,1,Actual,61,4801.17,1 Jan 2028
947,8,1,Actual,62,3840.55,1 Jan 2028
948,8,1,Budget,62,2000,1 Jan 2028
949,8,1,Budget,65,480,1 Jan 2028
950,8,1,Actual,65,861.7,1 Jan 2028
951,8,1,Actual,66,782.91,1 Jan 2028
952,8,1,Budget,66,380,1 Jan 2028
953,8,1,Budget,67,200,1 Jan 2028
954,8,1,Actual,67,401.09,1 Jan 2028
955,8,1,Actual,68,292,1 Jan 2028
956,8,1,Budget,68,200,1 Jan 2028
957,8,1,Actual,69,87.45,1 Jan 2028
958,8,1,Actual,71,110.17,1 Jan 2028
959,8,1,Budget,71,90,1 Jan 2028
960,8,1,Budget,73,300,1 Jan 2028
961,8,1,Actual,73,535.94,1 Jan 2028
962,8,1,Actual,74,352.6,1 Jan 2028
963,8,1,Budget,74,200,1 Jan 2028
964,8,1,Budget,76,380,1 Jan 2028
965,8,1,Actual,76,625.34,1 Jan 2028
966,8,1,Actual,77,1123.83,1 Jan 2028
967,8,1,Budget,77,650,1 Jan 2028
968,8,1,Budget,78,200,1 Jan 2028
969,8,1,Actual,78,325.33,1 Jan 2028
970,8,1,Actual,80,1260.2,1 Jan 2028
971,8,1,Budget,80,750,1 Jan 2028
972,8,1,Budget,81,480,1 Jan 2028
973,8,1,Actual,81,779.88,1 Jan 2028
974,8,1,Actual,82,78.36,1 Jan 2028
975,8,1,Budget,82,50,1 Jan 2028
976,8,1,Budget,83,200,1 Jan 2028
977,8,1,Actual,83,273.81,1 Jan 2028
978,8,1,Actual,84,235.93,1 Jan 2028
979,8,1,Budget,84,200,1 Jan 2028
980,8,1,Budget,85,100,1 Jan 2028
981,8,1,Actual,85,219.27,1 Jan 2028
982,8,1,Actual,87,1092.01,1 Jan 2028
983,8,1,Budget,87,650,1 Jan 2028
984,8,1,Actual,89,229.87,1 Jan 2028
985,8,1,Actual,90,352.6,1 Jan 2028
986,8,1,Actual,91,-280.73,1 Jan 2028
987,8,1,Actual,92,470.79,1 Jan 2028
988,8,1,Actual,94,404.12,1 Jan 2028
989,8,1,Actual,96,8,1 Jan 2028
990,8,2,Actual,12,72197.88,1 Jan 2028
991,8,2,Actual,60,24969.73,1 Jan 2028
992,8,2,Budget,60,15600,1 Jan 2028
993,8,2,Budget,61,1500,1 Jan 2028
994,8,2,Actual,61,2498.1,1 Jan 2028
995,8,2,Actual,62,1249.59,1 Jan 2028
996,8,2,Budget,62,1000,1 Jan 2028
997,8,2,Budget,65,200,1 Jan 2028
998,8,2,Actual,65,255.63,1 Jan 2028
999,8,2,Actual,66,231.39,1 Jan 2028
1000,8,2,Budget,66,200,1 Jan 2028
1001,8,2,Budget,67,100,1 Jan 2028
1002,8,2,Actual,67,128.36,1 Jan 2028
1003,8,2,Actual,68,91.99,1 Jan 2028
1004,8,2,Budget,68,80,1 Jan 2028
1005,8,2,Actual,69,26.84,1 Jan 2028
1006,8,2,Actual,71,37.45,1 Jan 2028
1007,8,2,Budget,71,50,1 Jan 2028
1008,8,2,Budget,73,220,1 Jan 2028
1009,8,2,Actual,73,198.05,1 Jan 2028
1010,8,2,Actual,74,222.3,1 Jan 2028
1011,8,2,Budget,74,200,1 Jan 2028
1012,8,2,Budget,76,200,1 Jan 2028
1013,8,2,Actual,76,276.84,1 Jan 2028
1014,8,2,Actual,77,496.54,1 Jan 2028
1015,8,2,Budget,77,280,1 Jan 2028
1016,8,2,Budget,78,100,1 Jan 2028
1017,8,2,Actual,78,169.27,1 Jan 2028
1018,8,2,Actual,80,617.76,1 Jan 2028
1019,8,2,Budget,80,380,1 Jan 2028
1020,8,2,Budget,81,280,1 Jan 2028
1021,8,2,Actual,81,382.91,1 Jan 2028
1022,8,2,Actual,82,38.96,1 Jan 2028
1023,8,2,Budget,82,20,1 Jan 2028
1024,8,2,Budget,83,90,1 Jan 2028
1025,8,2,Actual,83,134.42,1 Jan 2028
1026,8,2,Actual,84,114.72,1 Jan 2028
1027,8,2,Budget,84,80,1 Jan 2028
1028,8,2,Budget,85,60,1 Jan 2028
1029,8,2,Actual,85,107.14,1 Jan 2028
1030,8,2,Actual,87,546.55,1 Jan 2028
1031,8,2,Budget,87,380,1 Jan 2028
1032,8,2,Actual,89,111.69,1 Jan 2028
1033,8,2,Actual,90,170.78,1 Jan 2028
1034,8,2,Actual,91,-135.28,1 Jan 2028
1035,8,2,Actual,92,228.36,1 Jan 2028
1036,8,2,Actual,94,198.05,1 Jan 2028
1037,8,2,Actual,96,4,1 Jan 2028
1038,8,6,Actual,52,2102.64,1 Jan 2028
1039,8,6,Budget,52,2200,1 Jan 2028
1040,8,6,Budget,53,4800,1 Jan 2028
1041,8,6,Actual,53,4205.7,1 Jan 2028
1042,8,6,Actual,56,73593.36,1 Jan 2028
1043,8,6,Budget,56,69900,1 Jan 2028
1044,8,6,Budget,57,9600,1 Jan 2028
1045,8,6,Actual,57,8761.85,1 Jan 2028
1046,8,6,Actual,60,24000.01,1 Jan 2028
1047,8,6,Budget,60,15700,1 Jan 2028
1048,8,6,Budget,61,1400,1 Jan 2028
1049,8,6,Actual,61,2401.13,1 Jan 2028
1050,8,6,Actual,62,1201.1,1 Jan 2028
1051,8,6,Budget,62,1000,1 Jan 2028
1052,8,6,Budget,63,7300,1 Jan 2028
1053,8,6,Actual,63,8411.84,1 Jan 2028
1054,8,6,Actual,65,243.51,1 Jan 2028
1055,8,6,Budget,65,200,1 Jan 2028
1056,8,6,Budget,66,200,1 Jan 2028
1057,8,6,Actual,66,220.78,1 Jan 2028
1058,8,6,Actual,67,122.3,1 Jan 2028
1059,8,6,Budget,67,100,1 Jan 2028
1060,8,6,Budget,68,70,1 Jan 2028
1061,8,6,Actual,68,91.99,1 Jan 2028
1062,8,6,Actual,69,25.32,1 Jan 2028
1063,8,6,Actual,71,49.57,1 Jan 2028
1064,8,6,Budget,71,50,1 Jan 2028
1065,8,6,Budget,72,650,1 Jan 2028
1066,8,6,Actual,72,420.79,1 Jan 2028
1067,8,6,Actual,73,198.05,1 Jan 2028
1068,8,6,Budget,73,220,1 Jan 2028
1069,8,6,Budget,74,200,1 Jan 2028
1070,8,6,Actual,74,214.72,1 Jan 2028
1071,8,6,Actual,76,1787.48,1 Jan 2028
1072,8,6,Budget,76,2100,1 Jan 2028
1073,8,6,Budget,77,380,1 Jan 2028
1074,8,6,Actual,77,492,1 Jan 2028
1075,8,6,Actual,78,163.21,1 Jan 2028
1076,8,6,Budget,78,100,1 Jan 2028
1077,8,6,Budget,80,480,1 Jan 2028
1078,8,6,Actual,80,598.06,1 Jan 2028
1079,8,6,Actual,81,370.79,1 Jan 2028
1080,8,6,Budget,81,280,1 Jan 2028
1081,8,6,Budget,82,30,1 Jan 2028
1082,8,6,Actual,82,37.45,1 Jan 2028
1083,8,6,Actual,83,126.84,1 Jan 2028
1084,8,6,Budget,83,90,1 Jan 2028
1085,8,6,Budget,84,90,1 Jan 2028
1086,8,6,Actual,84,107.14,1 Jan 2028
1087,8,6,Actual,85,101.08,1 Jan 2028
1088,8,6,Budget,85,70,1 Jan 2028
1089,8,6,Budget,87,380,1 Jan 2028
1090,8,6,Actual,87,546.55,1 Jan 2028
1091,8,6,Actual,89,104.11,1 Jan 2028
1092,8,6,Actual,90,160.18,1 Jan 2028
1093,8,6,Actual,91,-126.19,1 Jan 2028
1094,8,6,Actual,92,213.21,1 Jan 2028
1095,8,6,Actual,94,17008.97,1 Jan 2028
1096,8,6,Actual,96,4,1 Jan 2028
1097,8,6,Actual,97,226,1 Jan 2028
1098,8,6,Actual,99,34500,1 Jan 2028
1099,8,6,Budget,101,241800,1 Jan 2028
1100,8,6,Actual,101,210286.82,1 Jan 2028
1101,8,7,Actual,4,239529.79,1 Jan 2028
1102,8,7,Actual,6,361777.52,1 Jan 2028
1103,8,7,Actual,7,10410.37,1 Jan 2028
1104,8,7,Actual,8,7236.06,1 Jan 2028
1105,8,7,Actual,13,57521.85,1 Jan 2028
1106,8,7,Actual,14,39433.63,1 Jan 2028
1107,8,7,Actual,15,71632.72,1 Jan 2028
1108,8,7,Actual,18,10395.21,1 Jan 2028
1109,8,7,Actual,19,33121.4,1 Jan 2028
1110,8,7,Actual,20,10498.25,1 Jan 2028
1111,8,7,Actual,21,59702.19,1 Jan 2028
1112,8,7,Actual,22,9005.79,1 Jan 2028
1113,8,7,Actual,23,3645.09,1 Jan 2028
1114,8,7,Actual,24,18102.93,1 Jan 2028
1115,8,7,Actual,28,16163.5,1 Jan 2028
1116,8,7,Actual,29,129964.11,1 Jan 2028
1117,8,7,Actual,31,65981.1,1 Jan 2028
1118,8,7,Actual,32,25512.16,1 Jan 2028
1119,8,7,Actual,33,19174.17,1 Jan 2028
1120,8,7,Actual,34,24563.66,1 Jan 2028
1121,8,7,Actual,35,28487.98,1 Jan 2028
1122,8,7,Actual,37,29377.39,1 Jan 2028
1123,8,7,Actual,38,24012.13,1 Jan 2028
1124,8,7,Actual,39,61744.66,1 Jan 2028
1125,8,7,Actual,40,23586.37,1 Jan 2028
1126,8,7,Actual,42,400000,1 Jan 2028
1127,8,7,Actual,43,51141.68,1 Jan 2028
1128,8,7,Actual,45,121290.3,1 Jan 2028
1129,8,7,Actual,46,-32456.57,1 Jan 2028
1130,8,7,Actual,100,15668.04,1 Jan 2028
1131,3,1,Actual,60,20020,1 Feb 2028
1132,3,1,Budget,60,20200,1 Feb 2028
1133,3,1,Budget,61,2000,1 Feb 2028
1134,3,1,Actual,61,2402,1 Feb 2028
1135,3,1,Actual,62,2002,1 Feb 2028
1136,3,1,Budget,62,1800,1 Feb 2028
1137,3,1,Budget,65,380,1 Feb 2028
1138,3,1,Actual,65,490,1 Feb 2028
1139,3,1,Actual,66,445,1 Feb 2028
1140,3,1,Budget,66,380,1 Feb 2028
1141,3,1,Budget,67,200,1 Feb 2028
1142,3,1,Actual,67,220,1 Feb 2028
1143,3,1,Actual,68,165,1 Feb 2028
1144,3,1,Budget,68,100,1 Feb 2028
1145,3,1,Actual,69,49,1 Feb 2028
1146,3,1,Actual,71,50,1 Feb 2028
1147,3,1,Budget,71,70,1 Feb 2028
1148,3,1,Budget,73,300,1 Feb 2028
1149,3,1,Actual,73,286,1 Feb 2028
1150,3,1,Actual,74,144,1 Feb 2028
1151,3,1,Budget,74,100,1 Feb 2028
1152,3,1,Budget,76,280,1 Feb 2028
1153,3,1,Actual,76,303,1 Feb 2028
1154,3,1,Actual,77,545,1 Feb 2028
1155,3,1,Budget,77,480,1 Feb 2028
1156,3,1,Budget,78,200,1 Feb 2028
1157,3,1,Actual,78,152,1 Feb 2028
1158,3,1,Actual,80,624,1 Feb 2028
1159,3,1,Budget,80,550,1 Feb 2028
1160,3,1,Budget,81,380,1 Feb 2028
1161,3,1,Actual,81,386,1 Feb 2028
1162,3,1,Actual,82,41,1 Feb 2028
1163,3,1,Budget,82,40,1 Feb 2028
1164,3,1,Budget,83,100,1 Feb 2028
1165,3,1,Actual,83,142,1 Feb 2028
1166,3,1,Actual,84,129,1 Feb 2028
1167,3,1,Budget,84,100,1 Feb 2028
1168,3,1,Budget,85,100,1 Feb 2028
1169,3,1,Actual,85,113,1 Feb 2028
1170,3,1,Actual,87,495,1 Feb 2028
1171,3,1,Budget,87,480,1 Feb 2028
1172,3,1,Actual,89,251,1 Feb 2028
1173,3,1,Actual,90,386,1 Feb 2028
1174,3,1,Actual,91,-309,1 Feb 2028
1175,3,1,Actual,92,514,1 Feb 2028
